track_title,valence,tempo,danceability,energy,speechiness
"Feelin’ It",0.686,184.114,0.584,0.771,0.0514
"Ex To See",0.669,149.991,0.604,0.811,0.117
"We Went",0.544,101.997,0.646,0.882,0.0371
Riser,0.256,164.104,0.516,0.658,0.0345
"Let Me See Ya Girl",0.445,92.99,0.523,0.834,0.0281
"Tonight Looks Good on You",0.52,169.906,0.484,0.754,0.0532
"Gonna Know We Were Here",0.539,174.066,0.454,0.91,0.21
1994,0.821,159.942,0.598,0.777,0.0396
"Smoke a Little Smoke",0.639,96.98,0.77,0.641,0.035
"Break On Me",0.447,87.012,0.618,0.764,0.0299
Dibs,0.682,88.002,0.633,0.714,0.068
"Somewhere On A Beach",0.447,144.031,0.573,0.635,0.0275
"Home Alone Tonight",0.491,161.989,0.498,0.968,0.113
"Nobody To Blame",0.59,87.401,0.534,0.666,0.0335
"I Love This Life",0.549,111.977,0.586,0.927,0.0547
"Backroad Song",0.751,174.006,0.488,0.833,0.0437
"That don't sound like You",0.255,129.813,0.543,0.589,0.0421
"Used to Love You Sober",0.431,147.978,0.525,0.674,0.0282
"Came Here to Forget",0.481,130.023,0.613,0.667,0.029
"American Country Love Song",0.329,104.031,0.529,0.891,0.043
"It All Started with a Beer",0.367,74.004,0.541,0.505,0.0254
"Church Bells",0.542,87.007,0.575,0.844,0.0633
"Setting the World On Fire",0.437,93.993,0.61,0.822,0.0355
"Different For Girls",0.371,91.975,0.661,0.785,0.0369
"Lights Come On",0.903,160.062,0.567,0.839,0.0698
"She's Got a Way With Words",0.68,148.93,0.616,0.697,0.0295
"Think A Little Less",0.527,141.967,0.521,0.805,0.0289
"I Know Somebody",0.491,88.986,0.505,0.903,0.037
"Song for Another Time",0.696,166.048,0.497,0.805,0.0332
"Middle of a Memory",0.304,139.788,0.531,0.746,0.0329
"Make You Mine",0.522,123.074,0.576,0.892,0.0392
"Kill A Word",0.638,85.023,0.651,0.732,0.0381
"Road Less Traveled",0.27,112.988,0.611,0.886,0.0343
Black,0.56,120.037,0.663,0.656,0.0413
"The Fighter",0.755,132.011,0.681,0.856,0.0517
"Blow Me (One Last Kiss)",0.73,113.987,0.597,0.919,0.044
"Love Never Felt so Good",0.712,117.513,0.775,0.719,0.0435
"Sweet Dreams",0.765,121.969,0.693,0.822,0.102
Girl,0.473,101.659,0.359,0.603,0.347
"Canal St.",0.524,137.079,0.696,0.583,0.301
"Special Affair",0.518,120.095,0.795,0.409,0.0859
Brothers,0.44,130.013,0.714,0.616,0.0361
Afterlife,0.73,115.981,0.646,0.876,0.0369
Multi-Love,0.533,120.384,0.787,0.498,0.0404
"This Must Be The Place (Naive Melody) - 2005 Remastered Version",0.966,114.443,0.942,0.641,0.0333
"Holding On",0.686,150.084,0.444,0.939,0.0403
"The Only One",0.326,111.836,0.636,0.422,0.0314
"Light My Fire",0.44,124.618,0.413,0.725,0.0324
"Tha Crossroads",0.534,144.29,0.679,0.509,0.0617
"Jesus Walks",0.715,87.312,0.637,0.834,0.323
"All Eyes On You (feat. Chris Brown & Nicki Minaj)",0.251,77.521,0.589,0.658,0.203
"Scandal of Grace",0.138,126.015,0.511,0.579,0.0303
"...Ready For It?",0.412,160.049,0.616,0.77,0.142
"Girls Like (feat. Zara Larsson)",0.577,120.032,0.916,0.815,0.0495
"Steal My Sunshine",0.677,191.477,0.413,0.829,0.529
"The Way I Are",0.727,114.715,0.73,0.807,0.114
RAF,0.333,133.993,0.848,0.663,0.245
"Crazy In Love - Remix",0.26,172.751,0.23,0.694,0.109
"Pretty Hurts",0.201,129.935,0.512,0.625,0.0508
"21 Summer",0.619,112.027,0.644,0.89,0.0332
"For Her",0.588,150.007,0.491,0.904,0.0344
"Revolution - feat. Faustix & Imanos and Kai",0.309,148.024,0.634,0.724,0.0546
"Life Support",0.794,144.644,0.459,0.398,0.0289
"Another Day",0.455,143.646,0.478,0.852,0.0427
"Santa Fe",0.448,157.521,0.697,0.56,0.121
"Turning Tables",0.21,79.83,0.305,0.452,0.0293
"Drive By",0.721,122.028,0.765,0.837,0.032
"When You Say Nothing At All",0.324,86.999,0.58,0.44,0.0233
"Broken - Featuring Amy Lee",0.169,123.776,0.442,0.614,0.0337
"Into You - feat. Ashanti",0.634,91.911,0.722,0.567,0.0294
"Hard To Love",0.469,103.017,0.638,0.722,0.0332
"Hey Mama",0.357,96.186,0.625,0.754,0.189
"Now & Forever",0.0946,107.945,0.575,0.515,0.0324
D.A.N.C.E.,0.531,113.126,0.594,0.961,0.338
"Dream A Little Dream Of Me",0.322,76.559,0.631,0.127,0.0949
"The Other Side Of Paradise",0.568,128.012,0.689,0.338,0.0629
"The Struggle",0.167,152.096,0.489,0.825,0.0521
"I Can Only Imagine",0.133,159.527,0.407,0.612,0.0496
"Retro [ROUGH]",0.304,109.954,0.868,0.636,0.0391
"Let It Be",0.533,137.021,0.308,0.62,0.0309
"Redemption Song",0.694,115.871,0.671,0.256,0.0387
"Kyoto (feat. Sirah) - feat. Sirah",0.219,174.974,0.605,0.92,0.0713
"I'm Different",0.704,97.524,0.936,0.702,0.0615
"Young Jesus",0.457,95.047,0.736,0.903,0.127
"Used To",0.319,96.002,0.925,0.429,0.122
"Space Oddity - 1999 Remastered Version",0.457,136.205,0.31,0.423,0.0324
"You're Going Down",0.39,89.981,0.49,0.833,0.0487
"Hail to the King",0.711,118.035,0.585,0.887,0.0362
Nightmare,0.233,129.984,0.554,0.949,0.0787
"10,000 Emerald Pools",0.555,139.951,0.568,0.578,0.0404
Impossible,0.303,169.515,0.376,0.696,0.0949
"A Little Too Much",0.57,83.093,0.553,0.507,0.0304
"Water Under the Bridge",0.389,94.999,0.662,0.646,0.029
Player,0.292,106.042,0.721,0.69,0.0811
"Even If It Breaks Your Heart",0.664,104.032,0.667,0.527,0.0277
"The Sound Of Silence",0.175,85.794,0.322,0.28,0.0281
"Sad Machine",0.31,88.511,0.474,0.698,0.0325
"Surprise Yourself",0.0877,158.473,0.425,0.435,0.0751
Lights,0.203,119.97,0.729,0.72,0.102
"Electric Body",0.528,119.966,0.897,0.598,0.0466
"M'$",0.185,116.53,0.779,0.629,0.274
"Handsome And Wealthy",0.237,146.031,0.858,0.665,0.101
"Versace (Remix)",0.334,132.05,0.845,0.705,0.243
Lifestyle,0.517,88.764,0.718,0.67,0.227
"No Lie",0.611,131.108,0.634,0.665,0.176
"Wu-Tang Forever",0.369,99.935,0.832,0.427,0.257
"Worst Behavior",0.414,109.944,0.779,0.799,0.15
"Under Ground Kings",0.397,156.209,0.487,0.712,0.27
"HYFR (Hell Ya Fucking Right)",0.359,98.21,0.444,0.627,0.252
***Flawless,0.352,140.553,0.476,0.688,0.245
"Lord Knows (feat. Tory Lanez)",0.16,167.309,0.434,0.695,0.485
DnF,0.59,76.987,0.721,0.607,0.277
"Where the Party At",0.86,129.491,0.596,0.661,0.226
"Can't Believe It",0.0665,90.02,0.478,0.525,0.0794
"Bitches N Marijuana",0.62,96.989,0.559,0.535,0.274
"No Good",0.589,108.279,0.363,0.889,0.172
"Move Together",0.278,130.598,0.556,0.298,0.0344
"Weight in Gold",0.349,179.404,0.38,0.438,0.0962
"Boardwalks - Remastered 2015/ Bonus Track",0.261,128.992,0.662,0.384,0.0281
Morning,0.247,113.58,0.55,0.368,0.0253
"Turning Page",0.189,115.241,0.307,0.371,0.0288
Collapse,0.156,130.021,0.681,0.208,0.0387
"That's All She Wrote (feat. Eminem)",0.357,170.02,0.496,0.785,0.306
"Going Through Changes",0.343,86.054,0.69,0.892,0.256
R.I.P.,0.458,97.002,0.824,0.482,0.266
"All Gold Everything",0.633,99.882,0.54,0.77,0.354
"Lonely - Old Version",0.619,90.098,0.629,0.532,0.0352
"Cleanin' Out My Closet",0.878,148.012,0.911,0.743,0.219
"Ambition - feat. Meek Mill & Rick Ross",0.324,161.792,0.42,0.744,0.396
"Lotus Flower Bomb - feat. Miguel",0.345,70.189,0.512,0.598,0.115
"Into The Mystic",0.364,169.465,0.443,0.73,0.0335
"Ave Maria",0.756,178.377,0.249,0.0356,0.0484
Revenge,0.18,139.999,0.746,0.251,0.259
"Here's to Never Growing Up",0.725,164.997,0.487,0.876,0.0946
"Get Ugly",0.539,111.066,0.75,0.683,0.12
Soldier,0.0395,83.975,0.603,0.299,0.0297
"Lot to Learn",0.666,82.914,0.422,0.852,0.208
"Beautiful Now",0.56,128.003,0.628,0.833,0.0282
"If You're Gone",0.361,109.933,0.544,0.659,0.0298
"Just a Kiss",0.332,142.881,0.593,0.639,0.0307
Homesick,0.399,85.728,0.426,0.224,0.0391
"Red Opps",0.569,140.998,0.703,0.709,0.402
Stan,0.484,80.044,0.778,0.769,0.248
"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",0.292,180.068,0.741,0.562,0.165
bodyache,0.413,139.99,0.646,0.657,0.0628
"Shots - Broiler Remix",0.583,119.996,0.733,0.777,0.0347
Eyes,0.309,128.025,0.584,0.552,0.0445
"Greatest Love Story",0.632,147.975,0.665,0.621,0.0524
"Carolina Can",0.386,158.142,0.481,0.614,0.0301
Noise,0.583,109.965,0.58,0.799,0.028
"Watching Airplanes",0.458,159.842,0.376,0.722,0.0354
"There’s A Girl",0.359,96.926,0.53,0.805,0.0397
"Flatliner (feat. Dierks Bentley)",0.578,114.995,0.555,0.896,0.0388
"Lettin' The Night Roll",0.637,140.9,0.542,0.859,0.0424
"Til My Last Day",0.599,104.991,0.577,0.761,0.0358
"Point At You",0.882,116.03,0.626,0.805,0.0449
"Any Ol' Barstool",0.499,143.78,0.536,0.722,0.0284
"Baby Be My Love Song",0.483,167.973,0.488,0.713,0.0472
"Blue Tacoma",0.728,160.139,0.455,0.897,0.0403
"How Not To",0.618,159.863,0.501,0.836,0.0491
"High By The Beach",0.0952,131.979,0.518,0.492,0.0345
"On Top",0.304,93.007,0.528,0.757,0.212
"Run Away With Me",0.251,119.023,0.564,0.719,0.0475
"Swim Good",0.674,79.898,0.613,0.667,0.0933
"Not My Day",0.328,125.979,0.742,0.592,0.0619
Dissolve,0.227,122.047,0.55,0.574,0.0314
Alaska,0.145,104.008,0.837,0.312,0.0702
Stars,0.206,95.727,0.356,0.452,0.0633
"High For Hours",0.672,95.554,0.878,0.443,0.41
"Black Mambo",0.308,79.954,0.675,0.409,0.0423
Hazey,0.398,89.993,0.651,0.503,0.0381
Us,0.319,179.986,0.681,0.521,0.122
Undone,0.197,138.011,0.644,0.486,0.0369
"Waiting Game",0.225,129.127,0.334,0.397,0.0328
Coloring,0.221,76.025,0.645,0.264,0.0266
"Lights Out",0.668,96.956,0.643,0.709,0.0541
Boy,0.0355,85.05,0.343,0.129,0.0386
Single,0.34,54.134,0.249,0.492,0.0352
"Bellas Finals: Price Tag/Don’t You (Forget About Me)/Give Me Everything/Just The Way You Are/Party In The U.S.A./Turn The Beat Around",0.248,109.335,0.487,0.699,0.151
"Sour Patch Kids",0.572,153.054,0.483,0.777,0.0618
History,0.502,100.977,0.76,0.63,0.0582
"Time Bomb",0.961,164.79,0.646,0.962,0.0536
She,0.217,187.518,0.145,0.957,0.0648
"We Rise",0.827,145.034,0.747,0.491,0.0639
"Be With You",0.603,140.047,0.451,0.563,0.0468
"So High",0.659,131.933,0.647,0.567,0.0374
"Childs Play (feat. Chance the Rapper)",0.22,99.995,0.759,0.342,0.0406
"Salad Days",0.735,200.813,0.438,0.788,0.0382
"My Old Man",0.82,149.369,0.665,0.568,0.0352
Guru,0.797,140.022,0.76,0.674,0.0411
"Walk On Water",0.406,139.963,0.494,0.778,0.0359
"What Christmas Means To Me",0.821,167.486,0.478,0.542,0.0367
"Silver Bells",0.39,102.911,0.654,0.0786,0.0601
"O Come All Ye Faithful",0.252,85.97,0.479,0.307,0.0274
Minnesota,0.278,130.034,0.808,0.647,0.0843
"By Chance",0.216,130.965,0.881,0.496,0.0592
"Feel Good",0.787,79.994,0.856,0.469,0.162
"Do Yoga",0.19,132.037,0.805,0.449,0.0508
"Feeling Whitney",0.226,80.111,0.412,0.227,0.0359
"All Ass",0.551,140.021,0.836,0.758,0.191
Incredible,0.247,90.022,0.79,0.438,0.133
"Take It Or Leave It",0.828,164.022,0.677,0.716,0.272
Badfish,0.627,92.059,0.801,0.548,0.0517
"Dance All Night",0.89,81.013,0.708,0.765,0.0433
Echo,0.155,135.951,0.594,0.544,0.0269
"Shot For Me",0.177,143.015,0.566,0.465,0.235
"Wednesday Night Interlude",0.185,135.329,0.425,0.484,0.0519
"Every Little Thing",0.834,148.826,0.63,0.937,0.0372
"TALK ME DOWN",0.354,173.688,0.362,0.781,0.0741
"Body Gold",0.149,135.005,0.711,0.511,0.0957
"For Emma",0.583,110.672,0.667,0.615,0.0355
"Blood Bank",0.255,116.833,0.49,0.371,0.0326
"I Need You",0.0735,68.486,0.105,0.543,0.0347
"33 “GOD”",0.326,133.113,0.52,0.389,0.0403
"Already Gone",0.298,130.953,0.418,0.248,0.0451
"Daddy Issues",0.337,85.012,0.588,0.521,0.0329
"How To Be A Heartbreaker",0.849,140.05,0.69,0.897,0.0506
"How Country Feels",0.772,104.952,0.678,0.839,0.0394
"You Don't Know Her Like I Do",0.288,74.988,0.49,0.716,0.0441
"Drunk Last Night",0.572,87.019,0.528,0.856,0.0351
"Love Me Like You Mean It",0.845,152.008,0.638,0.829,0.0523
"911 / Mr. Lonely",0.297,90.034,0.48,0.61,0.305
Memories,0.427,132.975,0.489,0.958,0.05
"Ordinary Life",0.361,149.882,0.544,0.586,0.0794
"Killing Spree",0.18,124.073,0.856,0.758,0.227
"Black SpiderMan",0.339,140.011,0.622,0.867,0.0893
"Broken Clocks",0.406,112.856,0.684,0.683,0.177
If,0.447,105.575,0.653,0.976,0.0797
"Thong Song",0.741,121.54,0.701,0.885,0.0614
"Love Like Crazy",0.292,78.489,0.535,0.725,0.0275
"Get Up",0.771,151.162,0.46,0.953,0.0981
"The Kill (Bury Me)",0.302,183.035,0.309,0.912,0.0646
"You Belong With Me",0.466,134.981,0.472,0.971,0.104
Headphones,0.539,180.359,0.456,0.867,0.0842
Starlight,0.318,121.61,0.55,0.874,0.0321
"You Can't Hurry Love - 2016 Remastered",0.763,97.527,0.62,0.936,0.0308
"Fell In Love With A Girl",0.396,95.883,0.323,0.976,0.129
"Feel This Moment",0.542,135.956,0.673,0.758,0.158
"The Boys Are Back In Town",0.768,80.823,0.445,0.706,0.0461
"The Stroke - 2010 - Remaster",0.8,91.439,0.67,0.591,0.0646
"River Flows In You",0.109,144.547,0.32,0.207,0.0512
"Must Be Nice",0.647,82.942,0.446,0.401,0.382
"Get Down On It - Single Version",0.968,110.864,0.879,0.626,0.0604
"Everyday People - Single Version",0.786,114.524,0.809,0.516,0.0295
"Boogie Wonderland",0.963,131.715,0.802,0.756,0.0349
Kiss,0.742,111.485,0.898,0.271,0.091
"The Way You Move - Club Mix",0.635,125.999,0.871,0.597,0.0464
"Children's Story",0.752,102.65,0.917,0.384,0.128
"Wild Thing",0.813,125.515,0.943,0.685,0.188
"Sir Duke",0.952,106.938,0.588,0.568,0.0672
"You Make Me Wanna...",0.922,164.088,0.761,0.639,0.0539
Empty,0.504,80.022,0.59,0.498,0.0827
"Midnight City",0.32,105.009,0.526,0.712,0.0356
"On Hold",0.35,125.051,0.723,0.669,0.0348
Limbo,0.917,125.063,0.806,0.875,0.088
"SUBEME LA RADIO REMIX",0.617,91.03,0.688,0.795,0.0752
Chantaje,0.907,102.034,0.852,0.773,0.0776
"Whenever, Wherever",0.872,107.661,0.793,0.832,0.0406
"Darte un Beso",0.817,139.962,0.757,0.711,0.0349
Redemption,0.327,118.844,0.635,0.319,0.118
"Grass Ain't Greener",0.512,133.954,0.651,0.601,0.0497
"The Resistance",0.607,161.584,0.459,0.737,0.223
Stranger,0.107,147.976,0.445,0.529,0.0306
"Fly Like An Eagle",0.65,97.122,0.617,0.833,0.0574
Bounce,0.362,110.007,0.628,0.618,0.313
"Cosmic Love",0.0827,140.003,0.524,0.803,0.0366
"Nights With You",0.602,120.06,0.763,0.671,0.1
"Different Hos",0.439,102.024,0.795,0.505,0.0537
"No More",0.371,84.532,0.339,0.968,0.232
"U Remind Me",0.726,93.985,0.657,0.629,0.0782
"What's Going On",0.805,205.375,0.245,0.833,0.116
"You Can Do It - Feat. Mack 10 And Ms Toi",0.887,99.887,0.947,0.853,0.164
"In Your Eyes",0.505,79.687,0.416,0.742,0.0347
"Wanna Be A Baller",0.66,92.296,0.869,0.649,0.275
"Do Or Die (feat. Childish Gambino)",0.432,145.146,0.624,0.83,0.121
"Bad Bitch (feat. Ty Dolla $ign)",0.366,139.91,0.656,0.615,0.0539
Jenny,0.199,105.955,0.525,0.914,0.164
"Thought It Was a Drought",0.0487,125.022,0.861,0.448,0.111
"How Many Times",0.865,116.128,0.797,0.694,0.2
Hookah,0.211,95.034,0.863,0.484,0.288
"Bailar - Radio Edit",0.455,128.104,0.793,0.848,0.121
"Hey Joe",0.532,169.492,0.346,0.768,0.0377
Priorities,0.845,140.018,0.925,0.522,0.443
Rambo,0.536,132.016,0.732,0.586,0.0663
"Find Me",0.173,142.015,0.557,0.889,0.0499
"Moving On",0.67,142.0,0.687,0.799,0.0354
Bones,0.187,77.021,0.557,0.665,0.0352
"You've Got The Love",0.368,109.999,0.574,0.704,0.0319
"Let's Do It Again",0.908,80.897,0.607,0.67,0.244
"Finish Line / Drown (feat. T-Pain, Kirk Franklin, Eryn Allen Kane & Noname)",0.41,86.368,0.456,0.609,0.377
"My Kinda Party",0.558,176.962,0.41,0.9,0.0656
"Black Water",0.67,169.275,0.532,0.441,0.0434
"Come Sail Away",0.126,119.596,0.332,0.339,0.0355
Shuffle,0.397,109.981,0.627,0.959,0.0298
"Imagine - 2010 - Remaster",0.169,75.752,0.547,0.257,0.0252
"While My Guitar Gently Weeps - Remastered",0.702,115.0,0.453,0.654,0.0317
"Light It Up",0.678,130.029,0.596,0.935,0.0855
"Bottoms Up",0.545,170.006,0.474,0.857,0.0435
"Small Town USA",0.531,131.929,0.593,0.601,0.029
Backwoods,0.774,157.884,0.497,0.932,0.0527
"Are You Gonna Kiss Me Or Not",0.613,151.948,0.485,0.701,0.0288
"Collie Man",0.344,170.087,0.61,0.706,0.0483
"Here I Am",0.818,147.81,0.796,0.401,0.0459
"I Just Wanna Party",0.129,95.177,0.798,0.492,0.2
"What A Wonderful World - Single Version",0.203,77.082,0.271,0.165,0.0351
"You Sexy Thing",0.962,105.854,0.791,0.734,0.0629
"The Sign",0.899,96.987,0.808,0.786,0.0447
"Ain't Worried About Nothin",0.691,127.972,0.69,0.907,0.113
"The Spark",0.599,126.05,0.651,0.898,0.0391
5-1-5-0,0.683,116.992,0.554,0.849,0.0357
Anthem,0.807,180.02,0.548,0.848,0.0544
"I Want (feat. 2 Chainz)",0.221,120.994,0.86,0.625,0.105
"Nothing Is Promised (with Rihanna)",0.143,135.159,0.735,0.494,0.115
"100 Grandkids",0.373,93.718,0.735,0.749,0.0874
Bricks,0.424,145.897,0.777,0.765,0.297
"Ice Cream Man",0.39,144.07,0.902,0.67,0.19
"Walked In",0.768,126.048,0.969,0.491,0.233
"Good Drank",0.37,130.033,0.836,0.776,0.239
"Look at Me!",0.225,139.128,0.728,0.735,0.307
"Trap Niggas",0.645,162.085,0.763,0.614,0.0745
"Stick Talk",0.595,159.903,0.729,0.672,0.282
"Now and Later",0.858,107.059,0.781,0.57,0.188
"Make Her Say",0.438,99.094,0.933,0.718,0.0815
"I Go Back",0.67,90.187,0.532,0.842,0.0503
"Sold [The Grundy County Auction Incident]",0.803,115.642,0.771,0.848,0.035
"Small Town Throwdown",0.692,98.036,0.555,0.862,0.0379
"Any Man Of Mine",0.784,78.235,0.592,0.725,0.0412
"Drink to That All Night",0.475,115.965,0.639,0.846,0.0439
"Give Me Back My Hometown",0.5,103.96,0.619,0.677,0.0295
"The Zephyr Song",0.403,117.391,0.725,0.803,0.0337
"Homegrown Honey",0.873,87.962,0.658,0.911,0.0519
"Little Bit Of Everything",0.897,159.98,0.619,0.882,0.0912
"Raise 'Em Up",0.54,108.053,0.609,0.788,0.0416
"I Don't Want This Night to End",0.375,111.934,0.616,0.728,0.0278
"Wonderful Tonight",0.482,117.28,0.587,0.202,0.06
"Little Secrets",0.666,99.888,0.597,0.786,0.0419
Drift,0.147,86.374,0.479,0.348,0.029
"Here with Me",0.106,129.909,0.582,0.375,0.0329
"You've Got A Friend In Me - From ""Toy Story""/ Soundtrack",0.532,115.883,0.681,0.335,0.0336
"Gaston - From ""Beauty and the Beast"" / Soundtrack Version",0.678,107.124,0.654,0.605,0.138
Moolah,0.23,62.912,0.604,0.571,0.241
Brother,0.624,162.0,0.536,0.847,0.0248
"L.A.LOVE (la la)",0.247,101.021,0.514,0.394,0.0586
Overload,0.566,126.06,0.662,0.733,0.0286
Vagabond,0.537,95.92,0.638,0.52,0.0271
"Dreaming with a Broken Heart",0.157,135.976,0.608,0.351,0.03
"What A Fool Believes",0.985,120.736,0.758,0.378,0.0449
Barracuda,0.667,137.148,0.547,0.691,0.0369
"Ten Feet Tall",0.346,127.049,0.523,0.861,0.0644
Outro,0.102,93.873,0.362,0.472,0.038
"Cherry Pie",0.711,84.646,0.435,0.336,0.0286
"Tell Me Why",0.889,161.219,0.341,0.556,0.0328
Phoenix,0.52,144.09,0.645,0.515,0.136
"Fast Lane",0.382,173.838,0.637,0.861,0.325
Lighters,0.181,90.079,0.643,0.663,0.265
"Water Runs Dry",0.565,89.599,0.573,0.377,0.0278
"Ride (feat. Macy Maloy)",0.354,115.07,0.666,0.694,0.0333
"Guwop (feat. Quavo, Offset and Young Scooter)",0.482,141.969,0.883,0.616,0.274
"Ali Bomaye",0.242,70.929,0.383,0.69,0.452
Silver,0.698,80.004,0.608,0.596,0.0404
"The Sun",0.539,77.022,0.594,0.648,0.0342
"Hang Me Up To Dry",0.672,92.432,0.509,0.916,0.0324
"Harvest Moon",0.407,112.929,0.648,0.309,0.0264
"H•A•M",0.039,140.01,0.644,0.532,0.0571
"I Am The Greatest",0.37,90.017,0.801,0.815,0.148
"Nancy Mulligan",0.858,101.993,0.68,0.852,0.0349
"All The Right Moves",0.65,146.024,0.529,0.948,0.0474
Guillotine,0.593,98.127,0.614,0.798,0.142
"Good Life (with G-Eazy & Kehlani)",0.573,168.385,0.565,0.771,0.213
"Come & Get Your Love (Re-Recorded)",0.966,104.132,0.742,0.851,0.0564
Liquor,0.429,104.995,0.686,0.342,0.0447
"What A Night",0.665,104.006,0.872,0.564,0.0379
WDYW,0.487,125.074,0.72,0.816,0.143
"Call Me Up",0.674,140.004,0.928,0.866,0.0769
"Real Chill",0.184,129.942,0.842,0.609,0.19
"If You're Gonna Play in Texas (You Gotta Have a Fiddle in the Band)",0.777,109.581,0.449,0.645,0.0385
"Gone Country",0.637,125.729,0.681,0.719,0.0248
"Should've Been A Cowboy",0.694,133.402,0.619,0.672,0.0356
"She Don't Know She's Beautiful",0.886,116.115,0.764,0.646,0.0305
"Mountain Music",0.747,109.53,0.466,0.55,0.0437
"Just Breathe",0.282,99.544,0.489,0.327,0.0285
"Let’s Go",0.573,112.014,0.657,0.69,0.0298
"Everywhere I Go",0.176,92.615,0.441,0.185,0.0342
"Flashed Junk Mind",0.894,117.997,0.841,0.842,0.0464
"In the Summertime",0.973,82.751,0.754,0.449,0.0615
"Gimme All Your Lovin'",0.63,120.059,0.63,0.788,0.0298
"Roxanne - Remastered 2003",0.662,134.001,0.618,0.748,0.361
"Can't Get Enough Of Your Love, Babe",0.736,110.633,0.772,0.744,0.0675
"Suspicious Minds",0.714,116.557,0.487,0.382,0.0309
"Psycho Killer - 2005 Remastered Version",0.942,123.118,0.721,0.521,0.0612
"Never Going Back Again - Remastered",0.927,176.08,0.642,0.34,0.0394
"Money For Nothing",0.679,134.219,0.666,0.667,0.0371
"Walk On the Wild Side",0.385,104.522,0.575,0.318,0.109
"Little Wing",0.524,114.709,0.475,0.383,0.0375
"Give A Little Bit",0.463,91.353,0.533,0.822,0.0474
"Go Fuck Yourself",0.292,74.931,0.765,0.327,0.277
212,0.627,125.913,0.844,0.782,0.279
"After Hours",0.675,167.962,0.711,0.532,0.146
"One And Only",0.169,51.66,0.464,0.467,0.0376
Glow,0.391,162.039,0.669,0.385,0.378
Enemies,0.478,155.738,0.626,0.77,0.25
"Can I Have This Dance",0.426,136.069,0.555,0.619,0.0296
"I Want To Know What Love Is - Remastered",0.423,81.204,0.477,0.471,0.0277
"My Generation - Stereo Version",0.705,96.732,0.412,0.782,0.058
Revolution,0.585,159.968,0.454,0.666,0.0364
"Space Song",0.625,147.073,0.509,0.79,0.0293
Easily,0.357,118.902,0.772,0.256,0.0481
"Japanese Denim",0.345,124.156,0.707,0.238,0.0379
"A Real Hero",0.38,112.0,0.706,0.44,0.0351
"I Will Always Love You",0.108,66.98,0.306,0.214,0.0356
"Levels - Skrillex Remix",0.346,140.0,0.615,0.91,0.0762
9,0.0378,100.003,0.7,0.721,0.0447
Grammys,0.115,145.198,0.711,0.441,0.466
"There He Go",0.316,138.042,0.794,0.608,0.0437
"You Can't Always Get What You Want",0.497,85.818,0.319,0.627,0.0687
